,report,meta_info,href,category,sending_time
104,Large deep pothole on Shieldhall rd,"11:02, 3 Jan 2018",https://www.fixmystreet.com/report/1172714,"Reported via iOS in the Potholes category anonymously at 11:02, Wed  3 January 2018",Sent to Glasgow City Council 3 minutes later
105,Large deep pothole on Shieldhall rd,"11:03, 3 Jan 2018",https://www.fixmystreet.com/report/1172721,"Reported via iOS in the Potholes category anonymously at 11:03, Wed  3 January 2018",Sent to Glasgow City Council 1 minute later
106,Street light not working.,"Fixed 21:05, 3 Jan 2018, last updated 10:11, 2 Feb 2018",https://www.fixmystreet.com/report/1173516,"Reported in the Street lighting category anonymously at 21:05, Wed  3 January 2018",Sent to Glasgow City Council less than a minute later
107,Massive pothole in Road,"Fixed 02:06, 4 Jan 2018, last updated 07:49, 1 Feb 2018",https://www.fixmystreet.com/report/1173608,"Reported in the Potholes category anonymously at 02:06, Thu  4 January 2018",Sent to Glasgow City Council 3 minutes later
108,Potholes,"Fixed 06:29, 4 Jan 2018, last updated 09:23, 1 Feb 2018",https://www.fixmystreet.com/report/1173620,"Reported in the Potholes category anonymously at 06:29, Thu  4 January 2018",Sent to Glasgow City Council less than a minute later
109,Potholes,"Fixed 06:32, 4 Jan 2018, last updated 09:23, 1 Feb 2018",https://www.fixmystreet.com/report/1173621,"Reported in the Potholes category anonymously at 06:32, Thu  4 January 2018",Sent to Glasgow City Council 3 minutes later
110,A762 Barrhead rd heading west Potholes,"08:58, 4 Jan 2018",https://www.fixmystreet.com/report/1173732,"Reported via iOS in the Potholes category anonymously at 08:58, Thu  4 January 2018",Sent to Glasgow City Council 2 minutes later
111,Kennishead rd heading east 30 m past crossing,"09:12, 4 Jan 2018",https://www.fixmystreet.com/report/1173754,"Reported via iOS in the Potholes category anonymously at 09:12, Thu  4 January 2018",Sent to Glasgow City Council 3 minutes later
112,Neglected park,"Fixed 11:27, 4 Jan 2018, last updated 15:46, 5 Jan 2018",https://www.fixmystreet.com/report/1173955,"Reported in the Parks/landscapes category anonymously at 11:27, Thu  4 January 2018",Sent to Glasgow City Council 2 minutes later
113,Very large potholes on one side of the road,"15:40, 4 Jan 2018",https://www.fixmystreet.com/report/1174377,"Reported in the Potholes category anonymously at 15:40, Thu  4 January 2018",Sent to Glasgow City Council 5 minutes later
114,Deep potholes,"19:46, 4 Jan 2018",https://www.fixmystreet.com/report/1174668,"Reported in the Potholes category by Pat shields at 19:46, Thu  4 January 2018",Sent to Glasgow City Council 3 minutes later
115,Very large deep potholes in mosspark drive on the same side as the library.,"22:00, 4 Jan 2018, last updated 06:34, 2 Feb 2018",https://www.fixmystreet.com/report/1174781,"Reported in the Potholes category anonymously at 22:00, Thu  4 January 2018",Sent to Glasgow City Council 4 minutes later
116,Potholes all along one side of street on Levernside Road Pollok,"22:16, 4 Jan 2018, last updated 22:36, 1 Feb 2018",https://www.fixmystreet.com/report/1174790,"Reported in the Potholes category by Barbara Boyd at 22:16, Thu  4 January 2018",Sent to Glasgow City Council 4 minutes later
117,Potholes,"22:29, 4 Jan 2018",https://www.fixmystreet.com/report/1174795,"Reported via iOS in the Potholes category anonymously at 22:29, Thu  4 January 2018",Sent to Glasgow City Council 1 minute later
118,Unemptied Bins,"22:29, 4 Jan 2018",https://www.fixmystreet.com/report/1174797,"Reported via iOS in the Rubbish (refuse and recycling) category anonymously at 22:29, Thu  4 January 2018",Sent to Glasgow City Council less than a minute later
119,Large pothole covering junction.,"22:33, 4 Jan 2018",https://www.fixmystreet.com/report/1174799,"Reported via Android in the Potholes category anonymously at 22:33, Thu  4 January 2018",Sent to Glasgow City Council 2 minutes later
120,Several large potholes between Sainsburys and junction at Corslet Road going westbound,"22:36, 4 Jan 2018",https://www.fixmystreet.com/report/1174802,"Reported via Android in the Potholes category anonymously at 22:36, Thu  4 January 2018",Sent to Glasgow City Council 3 minutes later
121,Whole stretch of Linthaugh Road from the junction to Bonnyholm is full of massive potholes in groups of 5 or 6 so totally unavoidable.,"22:37, 4 Jan 2018, last updated 09:46, 9 Mar 2018",https://www.fixmystreet.com/report/1174803,"Reported in the Potholes category anonymously at 22:37, Thu  4 January 2018",Sent to Glasgow City Council 2 minutes later
122,Huge potholes from bowfield cres to gleddoch road,"Fixed 22:49, 4 Jan 2018, last updated 18:51, 30 Mar 2018",https://www.fixmystreet.com/report/1174811,"Reported in the Potholes category anonymously at 22:49, Thu  4 January 2018",Sent to Glasgow City Council less than a minute later
123,Bad road,"00:55, 5 Jan 2018",https://www.fixmystreet.com/report/1174845,"Reported via Android in the Potholes category anonymously at 00:55, Fri  5 January 2018",Sent to Glasgow City Council 5 minutes later
124,Litter on pavement and road,"Fixed 06:51, 5 Jan 2018, last updated 07:58, 2 Feb 2018",https://www.fixmystreet.com/report/1174858,"Reported in the Street cleaning category anonymously at 06:51, Fri  5 January 2018",Sent to Glasgow City Council 3 minutes later
125,Zebra crossing unfit for use,"07:14, 5 Jan 2018",https://www.fixmystreet.com/report/1174862,"Reported via Android in the Road traffic signs category by Louie slaven at 07:14, Fri  5 January 2018",Sent to Glasgow City Council 1 minute later
126,MASSIVE pothole,"09:25, 5 Jan 2018, last updated 11:05, 23 Jan 2018",https://www.fixmystreet.com/report/1175023,"Reported in the Potholes category by Cara Tulley at 09:25, Fri  5 January 2018",Sent to Glasgow City Council 5 minutes later
127,Huge potholes all along this road,"Fixed 09:50, 5 Jan 2018, last updated 10:42, 2 Feb 2018",https://www.fixmystreet.com/report/1175063,"Reported in the Potholes category by Ruth Carter at 09:50, Fri  5 January 2018",Sent to Glasgow City Council 4 minutes later
128,Lots of large potholes on mospark drive,"14:38, 5 Jan 2018, last updated 20:32, 2 Feb 2018",https://www.fixmystreet.com/report/1175508,"Reported in the Potholes category anonymously at 14:38, Fri  5 January 2018",Sent to Glasgow City Council 2 minutes later
129,Large pothole at north end of bridge over the River Kelvin on the north bound carriageway.,"Fixed 15:24, 5 Jan 2018, last updated 12:51, 11 Feb 2018",https://www.fixmystreet.com/report/1175573,"Reported in the Potholes category by Duncan Gray at 15:24, Fri  5 January 2018",Sent to Glasgow City Council less than a minute later
130,The full road right at the junction of Crookston Rd @ Dalmellington Rd & Raeswood Rd looks like a cheese grater. The surface has become loose & is gradually getting works as the weeks go on.,"16:12, 5 Jan 2018, last updated 19:54, 2 Feb 2018",https://www.fixmystreet.com/report/1175637,"Reported in the Potholes category anonymously at 16:12, Fri  5 January 2018",Sent to Glasgow City Council 3 minutes later
131,Faulty streetlights on footpath between Gower St and Maclellan Street,"18:11, 5 Jan 2018",https://www.fixmystreet.com/report/1175735,"Reported in the Street lighting category anonymously at 18:11, Fri  5 January 2018",Sent to Glasgow City Council 4 minutes later
132,Streetlight out,"Fixed 18:17, 5 Jan 2018, last updated 08:12, 3 Feb 2018",https://www.fixmystreet.com/report/1175741,"Reported in the Street lighting category anonymously at 18:17, Fri  5 January 2018",Sent to Glasgow City Council 3 minutes later
133,Shieldhall rd before traffic lights,"19:28, 5 Jan 2018",https://www.fixmystreet.com/report/1175799,"Reported via iOS in the Potholes category anonymously at 19:28, Fri  5 January 2018",Sent to Glasgow City Council 2 minutes later
134,Very rough road surface,"21:06, 5 Jan 2018, last updated 20:26, 4 Mar 2018",https://www.fixmystreet.com/report/1175860,"Reported in the Roads/highways category anonymously at 21:06, Fri  5 January 2018",Sent to Glasgow City Council 4 minutes later
135,Large pothole at lights coming left off crow road on great western rd. going west,"21:19, 5 Jan 2018",https://www.fixmystreet.com/report/1175869,"Reported in the Potholes category anonymously at 21:19, Fri  5 January 2018",Sent to Glasgow City Council 1 minute later
136,Light out,"07:24, 6 Jan 2018",https://www.fixmystreet.com/report/1175948,"Reported via Android in the Street lighting category by Louie slaven at 07:24, Sat  6 January 2018",Sent to Glasgow City Council less than a minute later
137,Flooding,"08:23, 6 Jan 2018",https://www.fixmystreet.com/report/1175965,"Reported in the Roads/highways category anonymously at 08:23, Sat  6 January 2018",Sent to Glasgow City Council 1 minute later
138,Potholes,"Fixed 14:31, 6 Jan 2018, last updated 12:33, 8 Feb 2018",https://www.fixmystreet.com/report/1176215,"Reported via Android in the Potholes category by Alan Shearer at 14:31, Sat  6 January 2018",Sent to Glasgow City Council 4 minutes later
139,Several street lights out in Crebar Street,"15:46, 6 Jan 2018",https://www.fixmystreet.com/report/1176310,"Reported in the Street lighting category by D. Hardie at 15:46, Sat  6 January 2018",Sent to Glasgow City Council 4 minutes later
140,Advertising vehicle parked up next to Expressway (again),"Fixed 15:46, 6 Jan 2018, last updated 17:15, 3 Feb 2018",https://www.fixmystreet.com/report/1176309,"Reported in the Car parking category anonymously at 15:46, Sat  6 January 2018",Sent to Glasgow City Council 4 minutes later
141,Several potholes in the road between junction with Bemersyde Av and No 50 Hillside,"14:16, 7 Jan 2018",https://www.fixmystreet.com/report/1176893,"Reported in the Potholes category anonymously at 14:16, Sun  7 January 2018",Sent to Glasgow City Council 3 minutes later
142,Pothole,"Fixed 15:33, 7 Jan 2018, last updated 18:57, 4 Feb 2018",https://www.fixmystreet.com/report/1176969,"Reported in the Potholes category anonymously at 15:33, Sun  7 January 2018",Sent to Glasgow City Council 2 minutes later
143,Varooms potholes in area beside sidegate of fire station,"15:36, 7 Jan 2018, last updated 22:52, 5 Feb 2018",https://www.fixmystreet.com/report/1176970,"Reported in the Potholes category anonymously at 15:36, Sun  7 January 2018",Sent to Glasgow City Council 4 minutes later
144,2 street lights out,"Fixed 16:48, 7 Jan 2018, last updated 17:24, 4 Feb 2018",https://www.fixmystreet.com/report/1177106,"Reported in the Street lighting category anonymously at 16:48, Sun  7 January 2018",Sent to Glasgow City Council 1 minute later
145,Perennial flytip,"16:49, 7 Jan 2018, last updated 19:01, 4 Feb 2018",https://www.fixmystreet.com/report/1177107,"Reported in the Flytipping category anonymously at 16:49, Sun  7 January 2018",Sent to Glasgow City Council less than a minute later
146,Continuous illegal parking same Car,"09:28, 8 Jan 2018",https://www.fixmystreet.com/report/1177530,"Reported in the Parks/landscapes category anonymously at 09:28, Mon  8 January 2018",Sent to Glasgow City Council 2 minutes later
147,Large and Small Potholes,"14:39, 8 Jan 2018",https://www.fixmystreet.com/report/1177946,"Reported in the Potholes category anonymously at 14:39, Mon  8 January 2018",Sent to Glasgow City Council less than a minute later
148,Pothole at Junction of Renfrew Rd / Hospital Boulevard,"14:52, 8 Jan 2018",https://www.fixmystreet.com/report/1177972,"Reported in the Potholes category anonymously at 14:52, Mon  8 January 2018",Sent to Glasgow City Council 3 minutes later
149,Pothole on road at pedestrian lights,"Fixed 07:09, 9 Jan 2018, last updated 07:35, 6 Feb 2018",https://www.fixmystreet.com/report/1178449,"Reported in the Potholes category by John Chapman at 07:09, Tue  9 January 2018",Sent to Glasgow City Council less than a minute later
150,Potholes all away along Maxwell Avenue,"11:07, 9 Jan 2018, last updated 13:14, 6 Feb 2018",https://www.fixmystreet.com/report/1178688,"Reported in the Potholes category by Julie Martin at 11:07, Tue  9 January 2018",Sent to Glasgow City Council 3 minutes later
151,College student illegal parking,"11:09, 9 Jan 2018",https://www.fixmystreet.com/report/1178726,"Reported in the Car parking category anonymously at 11:09, Tue  9 January 2018",Sent to Glasgow City Council 1 minute later
152,Uncollected rubbish causing overflowing bins,"17:18, 9 Jan 2018",https://www.fixmystreet.com/report/1179253,"Reported in the Rubbish (refuse and recycling) category anonymously at 17:18, Tue  9 January 2018",Sent to Glasgow City Council 2 minutes later
153,Collapsed drain,"19:50, 9 Jan 2018",https://www.fixmystreet.com/report/1179380,"Reported via iOS in the Roads/highways category anonymously at 19:50, Tue  9 January 2018",Sent to Glasgow City Council 4 minutes later
154,Deep pothole,"Fixed 12:38, 10 Jan 2018, last updated 20:15, 7 Mar 2018",https://www.fixmystreet.com/report/1179982,"Reported in the Potholes category anonymously at 12:38, Wed 10 January 2018",Sent to Glasgow City Council 2 minutes later
155,Cars parked on Cumbernauld Road bus lane every morning causing tailbacks,"15:01, 10 Jan 2018",https://www.fixmystreet.com/report/1180160,"Reported in the Car parking category anonymously at 15:01, Wed 10 January 2018",Sent to Glasgow City Council 3 minutes later
156,Blocked Drain,"Fixed 15:07, 10 Jan 2018, last updated 13:08, 14 Jan 2018",https://www.fixmystreet.com/report/1180173,"Reported in the Roads/highways category anonymously at 15:07, Wed 10 January 2018",Sent to Glasgow City Council 2 minutes later
157,Missed Collection,"Fixed 15:10, 10 Jan 2018, last updated 13:42, 11 Jan 2018",https://www.fixmystreet.com/report/1180178,"Reported in the Rubbish (refuse and recycling) category anonymously at 15:10, Wed 10 January 2018",Sent to Glasgow City Council 4 minutes later
158,Broken street light,"Fixed 17:07, 10 Jan 2018, last updated 22:33, 18 Apr 2019",https://www.fixmystreet.com/report/1180331,"Reported in the Street lighting category anonymously at 17:07, Wed 10 January 2018",Sent to Glasgow City Council 3 minutes later
159,5 Streetlights not working in blairlogie street,"17:22, 10 Jan 2018, last updated 21:18, 14 May 2018",https://www.fixmystreet.com/report/1180353,"Reported in the Street lighting category anonymously at 17:22, Wed 10 January 2018",Sent to Glasgow City Council 2 minutes later
